Gergely;115016;2218
Gergely;105084;2246
Gergely;81024;1046
Gergely;75016;743
Gergely;70105;1243
Gergely;70014;737
Gergely;65058;746
Gergely;61841;1084
Gergely;43834;734
Gergely;41114;71
